Word		Original_root		Predicted_root
منیجر		منیجر		منیجر
سرکس		سرکس		سرکس
نے		نے		نے
مہمانوں		مہمان		مہمان
کا		کا		کا
استقبال		استقبال		استقبال
کرتے		کر		کر
ہوئے		ہو		ہو
بتایا		بتا		بتا
کہ		کہ		کہ
اس		یہ		یہ
سرکس		سرکس		سرکس
مےں		مےں		مےں
ایسے		ایسا		ایسا
کرتب		کرتب		کرتب
موجود		موجود		موجود
ہےں		ہے		ہے
جو		جو		جو
کبھی		کبھی		کبھی
نہیں		نہیں		نہیں
دیکھے		دیکھ		دیکھ
گئے		جا		جا
۔		۔		۔
اس		یہ		یہ
سرکس		سرکس		سرکس
کی		کا		کا
افتتاحی		افتتاحی		افتتاحی
تقریب		تقریب		تقریب
مےں		مےں		مےں
محمد		محمد		محمد
عباس		عباس		عباس
،		،		،
خواجہ		خواجہ		خواجہ
نصیرالدین		نصیرالدین		نصیرالدین
،		،		،
NULL		null		UUll
عبدالرحیم		عبدالرحیم		عبدالرحیم
بابا		بابا		بابا
کے		کے		کا
علاوہ		علاوہ		علاوہ
کئی		کئی		کئی
مہمان		مہمان		مہمان
شریک		شریک		شریک
تھے		تھا		تھا
۔		۔		۔
حلیم		حلیم		حلیم
بابر		بابر		بابر
صدر		صدر		صدر
بزم		بزم		بزم
کہکشاں		کہکشاں		کہکشاں
کے		کے		کا
بموجب		بموجب		بموجب
،		،		،
خاندان		خاندان		خاندان
معروف		معروف		معروف
ولی		ولی		ول
حضرت		حضرت		حضرت
نعمت		نعمت		نعمت
اللہ		اللہ		اللہ
قادری		قادری		قادری
پرگی		پرگی		پرگی
سے		سے		سے
وابستہ		وابستہ		وابستہ
جواں		جواں		جواں
سال		سال		سال
میر		میر		میر
شعیب		شعیب		شعیب
علی		علی		علی
کی		کا		کا
اپنے		اپنا		اپنا
وطن		وطن		وطن
عزیز		عزیز		عزیز
مےں		مےں		مےں
چند		چند		چند
ماہ		ماہ		ماہ
قیام		قیام		قیام
کے		کے		کا
بعد		بعد		بعد
واپسی		واپسی		واپسی
جدہ		جدہ		جدہ
سعودی		سعودی		سعودی
عرب		عرب		عرب
پر		پر		پر
اےک		اےک		اےک
وداعی		وداعی		وداعی
تقریب		تقریب		تقریب
کا		کا		کا
انعقاد		انعقاد		انعقاد
3		3		3
مئی		مئی		مئی
بروز		بروز		بروز
منگل		منگل		منگل
بمقام		بمقام		بمقام
کہکشاں		کہکشاں		کہکشاں
ہال		ہال		ہال
نیو		نیو		نیو
ٹاؤن		ٹاؤن		ٹاؤن
عمل		عمل		عمل
مےں		مےں		مےں
آ		آ		آ
رہا		رہ		رہ
ہے		ہے		ہے
NULL		null		UUll
جس		جو		جو
کی		کا		کا
صدارت		صدارت		صدارت
مولانا		مولانا		مولانا
غوث		غوث		غوث
محی		محی		محی
الدین		الدین		الدین
المعروف		المعروف		المعروف
معلوم		معلوم		معلوم
شاہ		شاہ		شاہ
کریں_گے		کر		کر
۔		۔		۔
مہمان		مہمان		مہمان
خصوصی		خصوصی		خصوصی
کی		کا		کا
حیثیت		حیثیت		حیثیت
سے		سے		سے
مسرز		مسرز		مسرز
محسن		محسن		محسن
پاشاہ		پاشاہ		پاشاہ
قادری		قادری		قادری
،		،		،
ایم		ایم		ایم
اے		اے		اے
نعیم		نعیم		نعیم
سیٹھ		سیٹھ		سیٹھ
،		،		،
NULL		null		UUll
غلام		غلام		غلام
حامد		حامد		حامد
خان		خان		خان
نقش_بندی		نقش_بندی		نقش_ببدی
شرکت		شرکت		شرکت
کریں_گے		کر		کر
۔		۔		۔
ڈاکٹر		بعد		ڈاکٹر
سلیم		سلیم		سلیم
عابدی		عابدی		عابدی
نظامت		نظامت		نظامت
کے		کا		کا
فرائض		فرض		فرائ
انجام		انجام		انجام
دیں_گے		دے		دے
۔		۔		۔
حلیم		حلیم		حلیم
بابر		بابر		بابر
داعی		داعی		داعی
نے		نے		نے
شرکت		شرکت		شرکت
کی		کا		کا
خواہش		خواہش		خواہش
کی		کر		کا
ہے		ہے		ہے
۔		۔		۔
کڑپہ		کڑپہ		کڑپہ
رکن		رکن		رکن
پارلیمان		پارلیمان		پارلیمان
اور		اور		اور
کڑپہ		کڑپہ		کڑپہ
رکن		رکن		رکن
اسمبلی		اسمبلی		اسمبلی
انتخابات		انتخاب		انتخاب
مےں		مےں		مےں
وائی		وائی		وائی
ایس		ایس		ایس
آر		آر		آر
کانگریس		کانگریس		کانگریس
قائدین		قائد		قائد
ماں		ماں		ماں
اور		اور		اور
بیٹے		بیٹے		بیٹا
کو		کو		کو
بھاری		بھاری		بھاری
اکثریت		اکثریت		اکثریت
سے		سے		سے
کامیابی		کامیابی		کامیابی
دلانے		دلا		دلا
کی		کا		کا
کڑپہ		کڑپہ		کڑپہ
مسلم		مسلم		مسلم
اقلیتوں		اقلیت		اقلیت
سے		سے		سے
شیخ		شیخ		شیخ
چاند		چاند		چاند
وائی		وائی		وائی
ایس		ایس		ایس
آر		آر		آر
کانگریس		کانگریس		کانگریس
تعلقہ		تعلقہ		تعلقہ
صدر		صدر		صدر
نے		نے		نے
اپیل		اپیل		اپیل
کی		کر		کا
۔		۔		۔
وائی		وائی		وائی
ایس		ایس		ایس
آر		آر		آر
تعلقہ		تعلقہ		تعلقہ
صدر		صدر		صدر
شیخ		شیخ		شیخ
چاند		چاند		چاند
کی		کا		کا
نگرانی		نگرانی		نگرانی
مےں		مےں		مےں
سرپور		سرپور		سرپور
ٹاؤن		ٹاؤن		ٹاؤن
قائدین		قائد		قائد
نے		نے		نے
کڑپہ		کڑپہ		کڑپہ
انتخابات		انتخاب		انتخاب
مےں		مےں		مےں
حصہ		حصہ		حصہ
لینے		لے		لے
کے		کے		کا
لئے		لئے		لئے
روانہ		روانہ		روانہ
ہوئے		ہو		ہو
۔		۔		۔
وائی		وائی		وائی
ایس		ایس		ایس
آر		آر		آر
کانگریس		کانگریس		کانگریس
قائد		قائد		قائد
شیخ		شیخ		شیخ
چاند		چاند		چاند
نے		نے		نے
کڑپہ		کڑپہ		کڑپہ
روانہ		روانہ		روانہ
ہونے		ہو		ہو
سے		سے		سے
قبل		قبل		قبل
نمائندہ		نمائندہ		نمائندہ
سیاست		سیاست		سیاست
سے		سے		سے
بات		بات		بات
کرتے		کر		کر
ہوئے		ہو		ہو
کہا		کہہ		کہہ
کہ		کہ		کہ
وائی		وائی		وائی
ایس		ایس		ایس
راج		راج		راج
شیکھر		شیکھر		شیکھر
ریڈی		ریڈی		ریڈی
کی		کا		کا
عوامی		عوامی		عوامی
خدمات		خدمت		خدمت
کو		کو		کو
فراموش		فراموش		فراموش
نہیں		نہیں		نہیں
کیا		کر		کر
جا		جا		جا
سکتا		سک		سک
کیونکہ		کیونکہ		کیونکہ
ان		یہ		یہ
کے		کا		کا
دور		دور		دور
حکومت		حکومت		حکومت
مےں		مےں		مےں
تمام		تمام		تمام
طبقہ		طبقہ		طبقہ
کے		کا		کا
لوگوں		لوگ		لوگ
کے		کا		کا
مسائل		مسئلہ		مسئلہ
کی		کا		کا
یکسوئی		یکسوئی		یکسوئی
NULL		null		UUll
اور		اور		اور
خاص		خاص		خاص
طور		طور		طور
پر		پر		پر
مسلم		مسلم		مسلم
اقلیتوں		اقلیت		اقلیت
کے		کے		کا
لئے		لئے		لئے
چار		چار		چار
فیصد		فیصد		فیصد
تحفظات		تحفظ		تحفظ
دے		دے		دے
کر		کر		کر
مسلم		مسلم		مسلم
دوست		دوست		دوست
ہونے		ہو		ہو
کا		کا		کا
ثبوت		ثبوت		ثبوت
دیا		دے		دے
تھا		تھا		تھا
۔		۔		۔
صفا		صفا		صفا
بیت		بیت		بیت
المال		المال		المال
ورنگل		ورنگل		ورنگل
کے		کا		کا
زیر		زیر		زیر
اہتمام		اہتمام		اہتمام
حسب		حسب		حسب
سابق		سابق		سابق
موسم		موسم		موسم
گرما		گرما		گرما
مےں		مےں		مےں
ایم		ایم		ایم
جی		جی		جی
ایم		ایم		ایم
دواخانہ		دواخانہ		دواخانہ
مےں		مےں		مےں
پانی		پانی		پانی
پلانے		پلا		پلا
کا		کا		کا
انتظام		انتظام		انتظام
کیا		کر		کر
گیا		جا		جا
ہے		ہے		ہے
۔		۔		۔
ایم		ایم		ایم
جی		جی		جی
ایم		ایم		ایم
دواخانہ		دواخانہ		دواخانہ
مےں		مےں		مےں
آج		آج		آج
ڈاکٹر		ڈاکٹر		ڈاکٹر
اشوک		اشوک		اشوک
کمار		کمار		کمار
سپرنٹنڈنٹ		سپرنٹنڈنٹ		سپرنٹنڈنٹ
کے		کا		کا
ہاتھوں		ہاتھ		ہاتھ
اس		یہ		یہ
آبدار		آبدار		آبدار
خانہ		خانہ		خانہ
کا		کا		کا
افتتاح		افتتاح		افتتاح
عمل		عمل		عمل
مےں		مےں		مےں
آیا		آ		آ
۔		۔		۔
اس		یہ		یہ
اختتامی		اختتامی		اختتامی
تقریب		تقریب		تقریب
مےں		مےں		مےں
ڈاکٹر		ڈاکٹر		ڈاکٹر
منوہر		منوہر		منوہر
،		،		،
پروفیسر		پروفیسر		پروفیسر
و		و		و
ڈاکٹر		ڈاکٹر		ڈاکٹر
ناگیشور		ناگیشور		ناگیشور
راؤ		راؤ		راؤ
،		،		،
مولانا		مولانا		مولانا
محمد		محمد		محمد
فصیح		فصیح		فصیح
الدین		الدین		الدین
قاسمی		قاسمی		قاسمی
،		،		،
قاری		قاری		قاری
سی		سی		سی
شبیر		شبیر		شبیر
احمد		احمد		احمد
،		،		،
عبدالقھار		عبدالقھار		عبدالقھار
،		،		،
حافظ		حافظ		حافظ
محمد		محمد		محمد
شاہد		شاہد		شاہد
احمد		احمد		احمد
،		،		،
عبدالرزاق		عبدالرزاق		عبدالرزاق
،		،		،
حافظ		حافظ		حافظ
سید		سید		سید
صادق		صادق		صادق
حسین		حسین		حسین
،		،		،
محمد		محمد		محمد
شکیل		شکیل		شکیل
،		،		،
عبدالرحیم		عبدالرحیم		عبدالرحیم
و		و		و
ڈاکٹرس		ڈاکٹرس		ڈاکٹرس
اور		اور		اور
عوام		عام		عوام
کی		کا		کا
کثیر		کثیر		کثیر
تعداد		تعداد		تعداد
شریک		شریک		شریک
رہی		رہ		رہ
۔		۔		۔
مولانا		مولانا		مولانا
محمد		محمد		محمد
یوسف		یوسف		یوسف
شریف		شریف		شریف
حسامی		حسامی		حسامی
کی		کا		کا
رقت_انگیز		رقت_انگیز		رقت_انگیز
دعا		دعا		دعا
پر		پر		پر
اس		یہ		یہ
تقریب		تقریب		تقریب
کا		کا		کا
اختتام		اختتام		اختتام
عمل		عمل		عمل
مےں		مےں		مےں
آیا		آ		آ
۔		۔		۔
کسانوں		کسان		کسان
کو		کو		کو
کانگریس		کانگریس		کانگریس
حکومت		حکومت		حکومت
نے		نے		نے
مفت		مفت		مفت
برقی		برقی		برقی
سربراہ		سربراہ		سربراہ
کرتے		کر		کر
ہوئے		ہو		ہو
اےک		اےک		اےک
بڑا		بڑا		بڑا
کارنامہ		کارنامہ		کارنامہ
انجام		انجام		انجام
دیا		دے		دے
۔		۔		۔
اس		یہ		یہ
موقع		موقع		موقع
پر		پر		پر
صدر		صدر		صدر
مہیلا		مہیلا		مہیلا
کانگریس		کانگریس		کانگریس
ورنگل		ورنگل		ورنگل
وائی		وائی		وائی
نتالی		نتالی		نتالی
،		،		،
آر		آر		آر
ڈی		ڈی		ڈی
او		او		او
جنگاؤں		جنگاؤں		جنگا
ہریتا		ہریتا		ہری
،		،		،
اے		اے		اے
ڈی		ڈی		ڈی
اے		اے		اے
جنگاؤں		جنگاؤں		جنگا
سید		سید		سید
عبدالقیوم		عبدالقیوم		عبدالقیوم
،		،		،
اقلیتی		اقلیتی		اقلیتی
قائدین		قائد		قائد
محمد		محمد		محمد
مظہر		مظہر		مظہر
شریف		شریف		شریف
،		،		،
محمد		محمد		محمد
انور		انور		انور
،		،		،
محمد		محمد		محمد
ابراہیم		ابراہیم		ابراہیم
،		،		،
جمال		جمال		جمال
شریف		شریف		شریف
ایڈوکیٹ		ایڈوکیٹ		ایڈوکیٹ
,		,		,
NULL		null		UUll
صدر		صدر		صدر
جامع		جامع		جامع
مسجد		مسجد		مسجد
کمیٹی		کمیٹی		کمیٹی
الحاج		الحاج		الحاج
محمد		محمد		محمد
فصیح		فصیح		فصیح
الدین		الدین		الدین
کے		کے		کا
علاوہ		علاوہ		علاوہ
دیگر		دیگر		دیگر
قائدین		قائد		قائد
بھی		بھی		بھی
موجود		موجود		موجود
تھے		تھا		تھا
۔		۔		۔
ریاستی		ریاستی		ریاستی
وزیر		وزیر		وزیر
آئی		آئی		آئی
ٹی		ٹی		ٹی
مسٹر		مسٹر		مسٹر
پنالہ		پنالہ		پنالہ
لکشمیا		لکشمیا		لکشمیا
نے		نے		نے
جنگاؤں		جنگاں		جنگا
مارکٹ		مارکٹ		مارکٹ
کمیٹی		کمیٹی		کمیٹی
کی		کا		کا
حلف_برداری		حلف_برداری		حلف_برداری
تقریب		تقریب		تقریب
مےں		مےں		مےں
مہمان		مہمان		مہمان
خصوصی		خصوصی		خصوصی
کی		کا		کا
حیثیت		حیثیت		حیثیت
سے		سے		سے
شرکت		شرکت		شرکت
کرتے		کر		کر
ہوئے		ہو		ہو
ان		یہ		یہ
خیالات		خیال		خیال
کا		کا		کا
اظہار		اظہار		اظہار
کیا		کر		کر
۔		۔		۔
انھوں		وہ		وہ
نے		نے		نے
کہا		کہہ		کہہ
کہ		کہ		کہ
جنگاؤں		جنگاؤں		جنگا
مارکٹ		مارکٹ		مارکٹ
کمیٹی		کمیٹی		کمیٹی
کے		کا		کا
احاطہ		احاطہ		احاطہ
مےں		مےں		مےں
اےک		اےک		اےک
نئی		نیا		نئی
بلڈنگ		بلڈنگ		بلڈنگ
تعمیر		تعمیر		تعمیر
کی		کر		کا
گئی		جا		جا
۔		۔		۔
دھان		دھان		دھان
اور		اور		اور
دیگر		دیگر		دیگر
اناج		اناج		اناج
کا		کا		کا
ذخیرہ		ذخیرہ		ذخیرہ
کرنے		کر		کر
کے		کے		کا
لئے		لئے		لئے
گودام		گودام		گودام
بنائے		بنا		بنا
گئے		جا		جا
۔		۔		۔
120		120		120
کروڑ		کروڑ		کروڑ
روپیوں		روپیہ		روپیہ
کی		کا		کا
لاگت		لاگت		لاگت
سے		سے		سے
افزائش		افزائش		افزائش
مویشیان		مویشی		مویشیان
کے		کا		کا
محکمہ		محکمہ		محکمہ
کو		کو		کو
ترقی		ترقی		ترقی
دینے		دے		دے
کے		کے		کا
لئے		لئے		لئے
مرکز		مرکز		مرکز
سے		سے		سے
منظور		منظور		منظور
کروایا		کروا		کروا
گیا		جا		جا
ہے		ہے		ہے
۔		۔		۔
یہاں		یہاں		یہاں
پر		پر		پر
کسانوں		کسان		کسان
کو		کو		کو
ہر		ہر		ہر
طرح		طرح		طرح
کی		کا		کا
ترقی		ترقی		ترقی
دینے		دے		دے
کے		کے		کا
لئے		لئے		لئے
مدد		مدد		مدد
کی		کر		کا
جائےگی		جا		جا
۔		۔		۔
ریاستی		ریاستی		ریاستی
وزیر		وزیر		وزیر
لکشمیا		لکشمیا		لکشمیا
نے		نے		نے
کہا		کہہ		کہہ
کہ		کہ		کہ
جنگاؤں		جنگاؤں		جنگا
کے		کا		کا
عوام		عام		عوام
کے		کے		کا
لئے		لئے		لئے
پینے		پی		پی
کا		کا		کا
پانی		پانی		پانی
گوداوری		گوداوری		گوداوری
ندی		ندی		ندی
کا		کا		کا
لفٹ		لفٹ		لفٹ
ایریگیشن		ایریگیشن		ایریگیشن
کے		کے		کا
تحت		تحت		تحت
چیٹا		چیٹا		چیٹا
